Process,Orthogroup_ID,ration Ka/Ks,Selection,hit_desc,Pfam_desc,IPR_desc
CytoSk,OG0000781,"0,2395746673",conserve,-,-,Actin-crosslinking|Kelch-type beta propeller
CytoSk,OG0000781,"0,2337538314",conserve,-,-,Actin-crosslinking|Kelch-type beta propeller
CytoSk,OG0000781,"0,2337538314",conserve,-,-,Actin-crosslinking|Kelch-type beta propeller
CytoSk,OG0000781,"0,2268720991",conserve,-,-,Actin-crosslinking|Kelch-type beta propeller
CytoSk,OG0000781,"0,2268720991",conserve,-,-,Actin-crosslinking|Kelch-type beta propeller
CytoSk,OG0000781,"0,2265998933",conserve,-,-,Actin-crosslinking|Kelch-type beta propeller
CytoSk,OG0000781,"0,2265100899",conserve,-,-,Actin-crosslinking|Kelch-type beta propeller
CytoSk,OG0000781,"0,2254616454",conserve,-,-,Actin-crosslinking|Kelch-type beta propeller
CytoSk,OG0000781,"0,2225211435",conserve,-,-,Actin-crosslinking|Kelch-type beta propeller
CytoSk,OG0000781,"0,2151432212",conserve,-,-,Actin-crosslinking|Kelch-type beta propeller
CytoSk,OG0000781,"0,2147080305",conserve,-,-,Actin-crosslinking|Kelch-type beta propeller
CytoSk,OG0000781,"0,2045011581",conserve,-,-,Actin-crosslinking|Kelch-type beta propeller
CytoSk,OG0000781,"0,2030075833",conserve,-,-,Actin-crosslinking|Kelch-type beta propeller
CytoSk,OG0000781,"0,2030075833",conserve,-,-,Actin-crosslinking|Kelch-type beta propeller
CytoSk,OG0000781,"0,2002002994",conserve,-,-,Actin-crosslinking|Kelch-type beta propeller
CytoSk,OG0000781,"0,1914601498",conserve,-,-,Actin-crosslinking|Kelch-type beta propeller
CytoSk,OG0000781,"0,1896569195",conserve,-,-,Actin-crosslinking|Kelch-type beta propeller
CytoSk,OG0000781,"0,06687730917",conserve,-,-,Actin-crosslinking|Kelch-type beta propeller
CytoSk,OG0000917,1,neutre,"Troponin_C,_isoform_1",EF-hand domain pair|EF-hand domain pair,"EF-hand domain|EF-hand domain pair|EF-Hand 1, calcium-binding site"
CytoSk,OG0000917,1,neutre,"Troponin_C,_isoform_1",EF-hand domain pair|EF-hand domain pair,"EF-hand domain|EF-hand domain pair|EF-Hand 1, calcium-binding site"
CytoSk,OG0000917,1,neutre,"Troponin_C,_isoform_1",EF-hand domain pair|EF-hand domain pair,"EF-hand domain|EF-hand domain pair|EF-Hand 1, calcium-binding site"
CytoSk,OG0000917,1,neutre,"Troponin_C,_isoform_1",EF-hand domain pair|EF-hand domain pair,"EF-hand domain|EF-hand domain pair|EF-Hand 1, calcium-binding site"
CytoSk,OG0000917,"0,2016734321",conserve,"Troponin_C,_isoform_1",EF-hand domain pair|EF-hand domain pair,"EF-hand domain|EF-hand domain pair|EF-Hand 1, calcium-binding site"
CytoSk,OG0000917,"0,1946147982",conserve,"Troponin_C,_isoform_1",EF-hand domain pair|EF-hand domain pair,"EF-hand domain|EF-hand domain pair|EF-Hand 1, calcium-binding site"
CytoSk,OG0001052,1,neutre,Putative_LOC100120906_[Nasonia_vitripennis],Myofilin,-
CytoSk,OG0001564,1,neutre,Calponin-homology_(CH)_domain-containing_protein,Calponin homology (CH) domain,Calponin homology domain|CH domain superfamily
DvpCtrl,OG0000242,1,neutre,Neuronal_calcium_sensor_2like_[Ceratitis_capitata]_(Fragment),EF-hand domain pair|EF-hand domain pair,"EF-hand domain|EF-hand domain pair|EF-Hand 1, calcium-binding site|Recoverin family"
DvpCtrl,OG0000242,1,neutre,Neuronal_calcium_sensor_2like_[Ceratitis_capitata]_(Fragment),EF-hand domain pair|EF-hand domain pair,"EF-hand domain|EF-hand domain pair|EF-Hand 1, calcium-binding site|Recoverin family"
DvpCtrl,OG0000242,"0,2529809027",conserve,Neuronal_calcium_sensor_2like_[Ceratitis_capitata]_(Fragment),EF-hand domain pair|EF-hand domain pair,"EF-hand domain|EF-hand domain pair|EF-Hand 1, calcium-binding site|Recoverin family"
DvpCtrl,OG0001787,1,neutre,Hemolymph_juvenile_hormone_binding_protein,Haemolymph juvenile hormone binding protein (JHBP),Haemolymph juvenile hormone binding|Takeout superfamily
DvpCtrl,OG0003588,"0,2309658952",conserve,Putative_LDLR_chaperone_boca_(Fragment),Chaperone for wingless signalling and trafficking of LDL receptor,LRP chaperone MESD
ECM,OG0000186,"0,2877500739",conserve,Fibrocystin-L-like_isoform_X2,G8 domain,Parallel beta-helix repeat|Pectin lyase fold/virulence factor|G8 domain
ECM,OG0000501,1,neutre,EH_domain-containing_protein_1_isoform_X1,Domain of unknown function (DUF5600)|N-terminal EH-domain containing protein|Cytoskeletal-regulatory complex EF hand|Dynamin family,"EH domain|EF-hand domain|EF-hand domain pair|EF-Hand 1, calcium-binding site|P-loop containing nucleoside triphosphate hydrolase||Dynamin-type guanine nucleotide-binding (G) domain"
ECM,OG0001312,1,neutre,Carbohydrate_sulfotransferase_1-like_4,Sulfotransferase domain,P-loop containing nucleoside triphosphate hydrolase
ECM,OG0001312,1,neutre,Carbohydrate_sulfotransferase_1-like_4,Sulfotransferase domain,P-loop containing nucleoside triphosphate hydrolase
ECM,OG0001312,"0,2279268148",conserve,Carbohydrate_sulfotransferase_1-like_4,Sulfotransferase domain,P-loop containing nucleoside triphosphate hydrolase
ECM,OG0002364,1,neutre,GH16_domain-containing_protein,Glycosyl hydrolases family 16,Glycoside hydrolase family 16|Concanavalin A-like lectin/glucanase domain superfamily
ECM,OG0003710,1,neutre,Fibrillar_collagen_NC1_domain-containing_protein,Fibrillar collagen C-terminal domain|Collagen triple helix repeat (20 copies)|Collagen triple helix repeat (20 copies)|Collagen triple helix repeat (20 copies),"Fibrillar collagen, C-terminal"
ImmuneSystem,OG0000025,1,neutre,-,-,Tumour necrosis factor-like domain superfamily
ImmuneSystem,OG0000025,1,neutre,-,-,Tumour necrosis factor-like domain superfamily
ImmuneSystem,OG0000025,1,neutre,-,-,Tumour necrosis factor-like domain superfamily
ImmuneSystem,OG0000025,1,neutre,-,-,Tumour necrosis factor-like domain superfamily
ImmuneSystem,OG0000025,1,neutre,-,-,Tumour necrosis factor-like domain superfamily
ImmuneSystem,OG0000025,1,neutre,-,-,Tumour necrosis factor-like domain superfamily
ImmuneSystem,OG0000025,1,neutre,-,-,Tumour necrosis factor-like domain superfamily
ImmuneSystem,OG0000025,1,neutre,-,-,Tumour necrosis factor-like domain superfamily
ImmuneSystem,OG0000025,1,neutre,-,-,Tumour necrosis factor-like domain superfamily
ImmuneSystem,OG0000025,1,neutre,-,-,Tumour necrosis factor-like domain superfamily
ImmuneSystem,OG0000025,1,neutre,-,-,Tumour necrosis factor-like domain superfamily
ImmuneSystem,OG0000025,1,neutre,-,-,Tumour necrosis factor-like domain superfamily
ImmuneSystem,OG0000025,1,neutre,-,-,Tumour necrosis factor-like domain superfamily
ImmuneSystem,OG0000025,1,neutre,-,-,Tumour necrosis factor-like domain superfamily
ImmuneSystem,OG0000025,1,neutre,-,-,Tumour necrosis factor-like domain superfamily
ImmuneSystem,OG0000025,1,neutre,-,-,Tumour necrosis factor-like domain superfamily
ImmuneSystem,OG0000025,1,neutre,-,-,Tumour necrosis factor-like domain superfamily
ImmuneSystem,OG0000025,"0,6903354139",conserve,-,-,Tumour necrosis factor-like domain superfamily
ImmuneSystem,OG0000025,"0,3158668443",conserve,-,-,Tumour necrosis factor-like domain superfamily
ImmuneSystem,OG0000025,"0,31069302",conserve,-,-,Tumour necrosis factor-like domain superfamily
ImmuneSystem,OG0000025,"0,2916190006",conserve,-,-,Tumour necrosis factor-like domain superfamily
ImmuneSystem,OG0000025,"0,2855552457",conserve,-,-,Tumour necrosis factor-like domain superfamily
ImmuneSystem,OG0000025,"0,2687217206",conserve,-,-,Tumour necrosis factor-like domain superfamily
ImmuneSystem,OG0000025,"0,2676876243",conserve,-,-,Tumour necrosis factor-like domain superfamily
ImmuneSystem,OG0000025,"0,2522757455",conserve,-,-,Tumour necrosis factor-like domain superfamily
ImmuneSystem,OG0000025,"0,2492002779",conserve,-,-,Tumour necrosis factor-like domain superfamily
ImmuneSystem,OG0000025,"0,233393581",conserve,-,-,Tumour necrosis factor-like domain superfamily
ImmuneSystem,OG0000025,"0,1932061681",conserve,-,-,Tumour necrosis factor-like domain superfamily
ImmuneSystem,OG0000071,1,neutre,Fibrinogen_C-terminal_domain-containing_protein,"Fibrinogen beta and gamma chains, C-terminal globular domain","Fibrinogen, alpha/beta/gamma chain, C-terminal globular domain|Fibrinogen, alpha/beta/gamma chain, C-terminal globular, subdomain 1|Fibrinogen, conserved site|Fibrinogen-like, C-terminal"
ImmuneSystem,OG0000071,1,neutre,Fibrinogen_C-terminal_domain-containing_protein,"Fibrinogen beta and gamma chains, C-terminal globular domain","Fibrinogen, alpha/beta/gamma chain, C-terminal globular domain|Fibrinogen, alpha/beta/gamma chain, C-terminal globular, subdomain 1|Fibrinogen, conserved site|Fibrinogen-like, C-terminal"
ImmuneSystem,OG0000071,1,neutre,Fibrinogen_C-terminal_domain-containing_protein,"Fibrinogen beta and gamma chains, C-terminal globular domain","Fibrinogen, alpha/beta/gamma chain, C-terminal globular domain|Fibrinogen, alpha/beta/gamma chain, C-terminal globular, subdomain 1|Fibrinogen, conserved site|Fibrinogen-like, C-terminal"
ImmuneSystem,OG0000071,1,neutre,Fibrinogen_C-terminal_domain-containing_protein,"Fibrinogen beta and gamma chains, C-terminal globular domain","Fibrinogen, alpha/beta/gamma chain, C-terminal globular domain|Fibrinogen, alpha/beta/gamma chain, C-terminal globular, subdomain 1|Fibrinogen, conserved site|Fibrinogen-like, C-terminal"
ImmuneSystem,OG0000071,1,neutre,Fibrinogen_C-terminal_domain-containing_protein,"Fibrinogen beta and gamma chains, C-terminal globular domain","Fibrinogen, alpha/beta/gamma chain, C-terminal globular domain|Fibrinogen, alpha/beta/gamma chain, C-terminal globular, subdomain 1|Fibrinogen, conserved site|Fibrinogen-like, C-terminal"
ImmuneSystem,OG0000071,"0,4430261363",conserve,Fibrinogen_C-terminal_domain-containing_protein,"Fibrinogen beta and gamma chains, C-terminal globular domain","Fibrinogen, alpha/beta/gamma chain, C-terminal globular domain|Fibrinogen, alpha/beta/gamma chain, C-terminal globular, subdomain 1|Fibrinogen, conserved site|Fibrinogen-like, C-terminal"
ImmuneSystem,OG0000085,"5,118154303",positive,Macrophage_mannose_receptor_1,Lectin C-type domain,"C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold|C-type lectin, conserved site"
ImmuneSystem,OG0000085,1,neutre,Macrophage_mannose_receptor_1,Lectin C-type domain,"C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold|C-type lectin, conserved site"
ImmuneSystem,OG0000085,1,neutre,Macrophage_mannose_receptor_1,Lectin C-type domain,"C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold|C-type lectin, conserved site"
ImmuneSystem,OG0000085,1,neutre,Macrophage_mannose_receptor_1,Lectin C-type domain,"C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold|C-type lectin, conserved site"
ImmuneSystem,OG0000085,1,neutre,Macrophage_mannose_receptor_1,Lectin C-type domain,"C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold|C-type lectin, conserved site"
ImmuneSystem,OG0000085,1,neutre,Macrophage_mannose_receptor_1,Lectin C-type domain,"C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold|C-type lectin, conserved site"
ImmuneSystem,OG0000085,1,neutre,Macrophage_mannose_receptor_1,Lectin C-type domain,"C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold|C-type lectin, conserved site"
ImmuneSystem,OG0000085,1,neutre,Macrophage_mannose_receptor_1,Lectin C-type domain,"C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold|C-type lectin, conserved site"
ImmuneSystem,OG0000085,1,neutre,Macrophage_mannose_receptor_1,Lectin C-type domain,"C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold|C-type lectin, conserved site"
ImmuneSystem,OG0000085,1,neutre,Macrophage_mannose_receptor_1,Lectin C-type domain,"C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold|C-type lectin, conserved site"
ImmuneSystem,OG0000085,1,neutre,Macrophage_mannose_receptor_1,Lectin C-type domain,"C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold|C-type lectin, conserved site"
ImmuneSystem,OG0000085,1,neutre,Macrophage_mannose_receptor_1,Lectin C-type domain,"C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold|C-type lectin, conserved site"
ImmuneSystem,OG0000085,1,neutre,Macrophage_mannose_receptor_1,Lectin C-type domain,"C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold|C-type lectin, conserved site"
ImmuneSystem,OG0000085,1,neutre,Macrophage_mannose_receptor_1,Lectin C-type domain,"C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold|C-type lectin, conserved site"
ImmuneSystem,OG0000085,1,neutre,Macrophage_mannose_receptor_1,Lectin C-type domain,"C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold|C-type lectin, conserved site"
ImmuneSystem,OG0000085,1,neutre,Macrophage_mannose_receptor_1,Lectin C-type domain,"C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold|C-type lectin, conserved site"
ImmuneSystem,OG0000085,1,neutre,Macrophage_mannose_receptor_1,Lectin C-type domain,"C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold|C-type lectin, conserved site"
ImmuneSystem,OG0000085,1,neutre,Macrophage_mannose_receptor_1,Lectin C-type domain,"C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold|C-type lectin, conserved site"
ImmuneSystem,OG0000085,1,neutre,Macrophage_mannose_receptor_1,Lectin C-type domain,"C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold|C-type lectin, conserved site"
ImmuneSystem,OG0000085,1,neutre,Macrophage_mannose_receptor_1,Lectin C-type domain,"C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold|C-type lectin, conserved site"
ImmuneSystem,OG0000085,1,neutre,Macrophage_mannose_receptor_1,Lectin C-type domain,"C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold|C-type lectin, conserved site"
ImmuneSystem,OG0000085,1,neutre,Macrophage_mannose_receptor_1,Lectin C-type domain,"C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold|C-type lectin, conserved site"
ImmuneSystem,OG0000085,1,neutre,Macrophage_mannose_receptor_1,Lectin C-type domain,"C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold|C-type lectin, conserved site"
ImmuneSystem,OG0000085,1,neutre,Macrophage_mannose_receptor_1,Lectin C-type domain,"C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold|C-type lectin, conserved site"
ImmuneSystem,OG0000085,1,neutre,Macrophage_mannose_receptor_1,Lectin C-type domain,"C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold|C-type lectin, conserved site"
ImmuneSystem,OG0000085,1,neutre,Macrophage_mannose_receptor_1,Lectin C-type domain,"C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold|C-type lectin, conserved site"
ImmuneSystem,OG0000085,1,neutre,Macrophage_mannose_receptor_1,Lectin C-type domain,"C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold|C-type lectin, conserved site"
ImmuneSystem,OG0000085,1,neutre,Macrophage_mannose_receptor_1,Lectin C-type domain,"C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold|C-type lectin, conserved site"
ImmuneSystem,OG0000085,1,neutre,Macrophage_mannose_receptor_1,Lectin C-type domain,"C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold|C-type lectin, conserved site"
ImmuneSystem,OG0000085,1,neutre,Macrophage_mannose_receptor_1,Lectin C-type domain,"C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold|C-type lectin, conserved site"
ImmuneSystem,OG0000085,"0,9440331392",neutre,Macrophage_mannose_receptor_1,Lectin C-type domain,"C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold|C-type lectin, conserved site"
ImmuneSystem,OG0000085,"0,8863454925",neutre,Macrophage_mannose_receptor_1,Lectin C-type domain,"C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold|C-type lectin, conserved site"
ImmuneSystem,OG0000085,"0,8582710953",neutre,Macrophage_mannose_receptor_1,Lectin C-type domain,"C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold|C-type lectin, conserved site"
ImmuneSystem,OG0000085,"0,2815582005",conserve,Macrophage_mannose_receptor_1,Lectin C-type domain,"C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold|C-type lectin, conserved site"
ImmuneSystem,OG0000085,"0,2687800829",conserve,Macrophage_mannose_receptor_1,Lectin C-type domain,"C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold|C-type lectin, conserved site"
ImmuneSystem,OG0000085,"0,244638575",conserve,Macrophage_mannose_receptor_1,Lectin C-type domain,"C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold|C-type lectin, conserved site"
ImmuneSystem,OG0000085,"0,2436844609",conserve,Macrophage_mannose_receptor_1,Lectin C-type domain,"C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold|C-type lectin, conserved site"
ImmuneSystem,OG0000085,"0,2264729451",conserve,Macrophage_mannose_receptor_1,Lectin C-type domain,"C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold|C-type lectin, conserved site"
ImmuneSystem,OG0000085,"0,2158244272",conserve,Macrophage_mannose_receptor_1,Lectin C-type domain,"C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold|C-type lectin, conserved site"
ImmuneSystem,OG0000085,"0,2100673935",conserve,Macrophage_mannose_receptor_1,Lectin C-type domain,"C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold|C-type lectin, conserved site"
ImmuneSystem,OG0000085,"0,1981921168",conserve,Macrophage_mannose_receptor_1,Lectin C-type domain,"C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold|C-type lectin, conserved site"
ImmuneSystem,OG0000085,"0,183462351",conserve,Macrophage_mannose_receptor_1,Lectin C-type domain,"C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold|C-type lectin, conserved site"
ImmuneSystem,OG0000085,"0,1818932575",conserve,Macrophage_mannose_receptor_1,Lectin C-type domain,"C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold|C-type lectin, conserved site"
ImmuneSystem,OG0000085,"0,1608113544",conserve,Macrophage_mannose_receptor_1,Lectin C-type domain,"C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold|C-type lectin, conserved site"
ImmuneSystem,OG0000085,"0,08687931366",conserve,Macrophage_mannose_receptor_1,Lectin C-type domain,"C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold|C-type lectin, conserved site"
ImmuneSystem,OG0000196,1,neutre,Macrophage_mannose_receptor_1-like,Lectin C-type domain,C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold
ImmuneSystem,OG0000196,1,neutre,Macrophage_mannose_receptor_1-like,Lectin C-type domain,C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold
ImmuneSystem,OG0000196,"0,2466786249",conserve,Macrophage_mannose_receptor_1-like,Lectin C-type domain,C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold
ImmuneSystem,OG0000478,1,neutre,C-type_lectin_domain-containing_protein,-,Phospholipase A2 domain superfamily
ImmuneSystem,OG0000478,1,neutre,C-type_lectin_domain-containing_protein,-,Phospholipase A2 domain superfamily
ImmuneSystem,OG0000478,1,neutre,C-type_lectin_domain-containing_protein,-,Phospholipase A2 domain superfamily
ImmuneSystem,OG0000478,"0,207876369",conserve,C-type_lectin_domain-containing_protein,-,Phospholipase A2 domain superfamily
ImmuneSystem,OG0000478,"0,1833921179",conserve,C-type_lectin_domain-containing_protein,-,Phospholipase A2 domain superfamily
ImmuneSystem,OG0000478,"0,1795288299",conserve,C-type_lectin_domain-containing_protein,-,Phospholipase A2 domain superfamily
ImmuneSystem,OG0000818,1,neutre,-,-,Tumour necrosis factor-like domain superfamily
ImmuneSystem,OG0000818,1,neutre,-,-,Tumour necrosis factor-like domain superfamily
ImmuneSystem,OG0000818,1,neutre,-,-,Tumour necrosis factor-like domain superfamily
ImmuneSystem,OG0000818,1,neutre,-,-,Tumour necrosis factor-like domain superfamily
ImmuneSystem,OG0000818,"0,2218513414",conserve,-,-,Tumour necrosis factor-like domain superfamily
ImmuneSystem,OG0000818,"0,1631004919",conserve,-,-,Tumour necrosis factor-like domain superfamily
ImmuneSystem,OG0001101,1,neutre,Perlucin_5-like_protein,Lectin C-type domain,C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold
ImmuneSystem,OG0001101,1,neutre,Perlucin_5-like_protein,Lectin C-type domain,C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold
ImmuneSystem,OG0001101,1,neutre,Perlucin_5-like_protein,Lectin C-type domain,C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold
ImmuneSystem,OG0001101,1,neutre,Perlucin_5-like_protein,Lectin C-type domain,C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold
ImmuneSystem,OG0001101,1,neutre,Perlucin_5-like_protein,Lectin C-type domain,C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold
ImmuneSystem,OG0001101,"0,2397660452",conserve,Perlucin_5-like_protein,Lectin C-type domain,C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold
ImmuneSystem,OG0001101,"0,2394897391",conserve,Perlucin_5-like_protein,Lectin C-type domain,C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold
ImmuneSystem,OG0001101,"0,1931511348",conserve,Perlucin_5-like_protein,Lectin C-type domain,C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold
ImmuneSystem,OG0001101,"0,1768881126",conserve,Perlucin_5-like_protein,Lectin C-type domain,C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold
ImmuneSystem,OG0001101,"0,1026755206",conserve,Perlucin_5-like_protein,Lectin C-type domain,C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold
ImmuneSystem,OG0001400,1,neutre,MD-2-related_lipid-recognition_domain-containing_protein_(Fragment),ML domain,"Ganglioside GM2 activator|GM2-AP, lipid-recognition domain superfamily"
ImmuneSystem,OG0001400,1,neutre,MD-2-related_lipid-recognition_domain-containing_protein_(Fragment),ML domain,"Ganglioside GM2 activator|GM2-AP, lipid-recognition domain superfamily"
ImmuneSystem,OG0001400,1,neutre,MD-2-related_lipid-recognition_domain-containing_protein_(Fragment),ML domain,"Ganglioside GM2 activator|GM2-AP, lipid-recognition domain superfamily"
ImmuneSystem,OG0001400,1,neutre,MD-2-related_lipid-recognition_domain-containing_protein_(Fragment),ML domain,"Ganglioside GM2 activator|GM2-AP, lipid-recognition domain superfamily"
ImmuneSystem,OG0001400,1,neutre,MD-2-related_lipid-recognition_domain-containing_protein_(Fragment),ML domain,"Ganglioside GM2 activator|GM2-AP, lipid-recognition domain superfamily"
ImmuneSystem,OG0001400,"0,2449963295",conserve,MD-2-related_lipid-recognition_domain-containing_protein_(Fragment),ML domain,"Ganglioside GM2 activator|GM2-AP, lipid-recognition domain superfamily"
ImmuneSystem,OG0001400,"0,2436723181",conserve,MD-2-related_lipid-recognition_domain-containing_protein_(Fragment),ML domain,"Ganglioside GM2 activator|GM2-AP, lipid-recognition domain superfamily"
ImmuneSystem,OG0001400,"0,2171302491",conserve,MD-2-related_lipid-recognition_domain-containing_protein_(Fragment),ML domain,"Ganglioside GM2 activator|GM2-AP, lipid-recognition domain superfamily"
ImmuneSystem,OG0001400,"0,2113784568",conserve,MD-2-related_lipid-recognition_domain-containing_protein_(Fragment),ML domain,"Ganglioside GM2 activator|GM2-AP, lipid-recognition domain superfamily"
ImmuneSystem,OG0001400,"0,2032461891",conserve,MD-2-related_lipid-recognition_domain-containing_protein_(Fragment),ML domain,"Ganglioside GM2 activator|GM2-AP, lipid-recognition domain superfamily"
ImmuneSystem,OG0002004,1,neutre,Jacalin-type_lectin_domain-containing_protein_(Fragment),Jacalin-like lectin domain,Jacalin-like lectin domain||Jacalin-like lectin domain superfamily
ImmuneSystem,OG0002004,1,neutre,Jacalin-type_lectin_domain-containing_protein_(Fragment),Jacalin-like lectin domain,Jacalin-like lectin domain||Jacalin-like lectin domain superfamily
ImmuneSystem,OG0002004,1,neutre,Jacalin-type_lectin_domain-containing_protein_(Fragment),Jacalin-like lectin domain,Jacalin-like lectin domain||Jacalin-like lectin domain superfamily
Lipid_metabolism,OG0000151,1,neutre,Saposin_B-type_domain-containing_protein,-,Saposin B type domain|Saposin-like
Lipid_metabolism,OG0000151,1,neutre,Saposin_B-type_domain-containing_protein,-,Saposin B type domain|Saposin-like
Lipid_metabolism,OG0000151,1,neutre,Saposin_B-type_domain-containing_protein,-,Saposin B type domain|Saposin-like
Lipid_metabolism,OG0000151,1,neutre,Saposin_B-type_domain-containing_protein,-,Saposin B type domain|Saposin-like
Lipid_metabolism,OG0000151,1,neutre,Saposin_B-type_domain-containing_protein,-,Saposin B type domain|Saposin-like
Lipid_metabolism,OG0000151,"0,4135655088",conserve,Saposin_B-type_domain-containing_protein,-,Saposin B type domain|Saposin-like
Lipid_metabolism,OG0000151,"0,327282318",conserve,Saposin_B-type_domain-containing_protein,-,Saposin B type domain|Saposin-like
Lipid_metabolism,OG0000151,"0,2988760906",conserve,Saposin_B-type_domain-containing_protein,-,Saposin B type domain|Saposin-like
Lipid_metabolism,OG0000151,"0,2282161735",conserve,Saposin_B-type_domain-containing_protein,-,Saposin B type domain|Saposin-like
Lipid_metabolism,OG0000151,"0,2225899768",conserve,Saposin_B-type_domain-containing_protein,-,Saposin B type domain|Saposin-like
Lipid_metabolism,OG0000221,1,neutre,Partial_AB-hydrolase_lipase_domain-containing_protein,"Serine aminopeptidase, S33|Partial alpha/beta-hydrolase lipase region","Lipase, eukaryotic|Alpha/Beta hydrolase fold"
Lipid_metabolism,OG0000221,1,neutre,Partial_AB-hydrolase_lipase_domain-containing_protein,"Serine aminopeptidase, S33|Partial alpha/beta-hydrolase lipase region","Lipase, eukaryotic|Alpha/Beta hydrolase fold"
Lipid_metabolism,OG0000221,1,neutre,Partial_AB-hydrolase_lipase_domain-containing_protein,"Serine aminopeptidase, S33|Partial alpha/beta-hydrolase lipase region","Lipase, eukaryotic|Alpha/Beta hydrolase fold"
Lipid_metabolism,OG0000221,1,neutre,Partial_AB-hydrolase_lipase_domain-containing_protein,"Serine aminopeptidase, S33|Partial alpha/beta-hydrolase lipase region","Lipase, eukaryotic|Alpha/Beta hydrolase fold"
Lipid_metabolism,OG0000221,1,neutre,Partial_AB-hydrolase_lipase_domain-containing_protein,"Serine aminopeptidase, S33|Partial alpha/beta-hydrolase lipase region","Lipase, eukaryotic|Alpha/Beta hydrolase fold"
Lipid_metabolism,OG0000221,1,neutre,Partial_AB-hydrolase_lipase_domain-containing_protein,"Serine aminopeptidase, S33|Partial alpha/beta-hydrolase lipase region","Lipase, eukaryotic|Alpha/Beta hydrolase fold"
Lipid_metabolism,OG0000221,1,neutre,Partial_AB-hydrolase_lipase_domain-containing_protein,"Serine aminopeptidase, S33|Partial alpha/beta-hydrolase lipase region","Lipase, eukaryotic|Alpha/Beta hydrolase fold"
